old_base_name,old_variant_count,old_variant_skus,total_revenue_q1q2,total_units_sold,unique_customer_count,new_sku,new_name,new_permalink,new_price,new_image,new_categories,mix_composition,match_score,bullet_1,bullet_2,bullet_3,bullet_4
Northern Sheep Pasture Mix,1,PB-SHEP-N-OLD,1529.83,17,10,PB-SHEP-N,Cool Season Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-cold-season/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/NSHEEP-1.png,"All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Pasture Seed, Sheep Pastures",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,110,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: High Protein | Drought Hardy | Nitrogen Fix
"Red Fescue Grass - 1 lb, Native Variety",1,S-FERU-1-LB,1523.8,112,36,PB-CABIN,Native Cabin Grass Seed Mix,https://naturesseed.com/products/pasture-seed/native-cabin-grass-mix/,43.99,https://naturesseed.com/wp-content/uploads/2025/12/NativeCabinLawn.webp,"Food Plot Seed, Specialty Seed",,80,"Native Cabin Grass Mix is a low-mow, drought-tolerant seed blend designed to provide a soft, natural-looking lawn that fits seamlessly into rustic settings.","Deep-rooted fescue variety selected for drought tolerance, shade adaptation, and year-round color with minimal irrigation.","Available now at $43.99 — ships direct to your door, ready for spring planting season.",
Northern Horse Pasture Mix,1,PB-HRSE-N-OLD,1511.83,17,7,PB-HRSE-N,Cool Season Horse Pasture Mix,https://naturesseed.com/products/pasture-seed/horse-pasture-mix-cold-season/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/NHORSE-1.webp,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Horse Pasture Seed",Perennial Ryegrass 44%; Alfalfa 24%; Orchardgrass 20%; Timothy 7%; Kentucky Bluegrass 5%,110,"Scientifically balanced blend of Perennial Ryegrass (44%), Alfalfa (24%), Orchardgrass (20%), Timothy (7%) — each species chosen for complementary growth habits and root structures.","Formulated specifically for equine pastures — high palatability, safe for horses, and designed for heavy hoof traffic recovery.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: All-Weather | Low Maintenance | Erosion Control
Bahia Grass Seed,4,TURF-PANO-500-F;TURF-PANO-2000-F;TURF-PANO-5000-F;TURF-PANO-1000-F,1509.43,21,15,PG-PANO,Bahia Grass Seed,https://naturesseed.com/products/pasture-seed/bahia-grass/,99.99,https://naturesseed.com/wp-content/uploads/2025/07/Bahiagrass.png,"All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed",,50,"Bahiagrass (Paspalum notatum) is a hardy, warm-season grass perfect for pastures, erosion control, and low-input lawns.","It thrives in sandy, acidic soils and withstands heat, drought, and heavy grazing.",Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: Heat Tolerant | Deep Rooted | Low Input
Intermountain West Honey Bee Pasture Mix,3,PB-IWHB;PB-IWHB-2.5-A;PB-IWHB-500-F,1493.32,41,31,PB-HONEY,Honey Bee Cover Crop &amp; Pasture Mix,https://naturesseed.com/products/pasture-seed/honey-bee-cover-crop-pasture-mix/,59.99,https://naturesseed.com/wp-content/uploads/2025/07/HONEY.webp,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Specialty Seed",Sainfoin 40%; White Clover 14%; Crimson Clover 12%; Sweetclover 10%; Baby Blue Eyes 4%; Black-Eyed Susan 4%; California Poppy 4%; Lewis Flax 4%; Lance-Leaved Coreopsis 4%; Purple Coneflower 4%,60,"Scientifically balanced blend of Sainfoin (40%), White Clover (14%), Crimson Clover (12%), Sweetclover (10%) — each species chosen for complementary growth habits and root structures.",Purpose-built forage blend designed for productive grazing with species proven in real-world pasture conditions.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Drought Hardy | Bee Magnet | High Protein
Rice Hulls,1,S-RICE-OLD,1483.72,16,13,S-RICE-25-LB-ADDON,"Rice Hulls: Improve Seed Contact, Germination & Hold Moisture",https://naturesseed.com/products/planting-aids/rice-hulls-improve-seed-contact-germination-hold-moisture/,69.99,https://naturesseed.com/wp-content/uploads/2025/08/Rice-Hulls-Bag.png,All Seed,,20,"Available now at $69.99 — ships direct to your door, ready for spring planting season.",,,
TWCA Water-Wise Northwest Mix,1,TURF-WNW,1481.47,11,9,PB-SHEP-N,Cool Season Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-cold-season/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/NSHEEP-1.png,"All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Pasture Seed, Sheep Pastures",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,30,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: High Protein | Drought Hardy | Nitrogen Fix
Indiangrass,2,PG-SONU-10-LB;PG-SONU-1-LB,1480.26,30,23,BDL-ORL,Overseed &amp; Repair Lawn Kit,https://naturesseed.com/products/grass-seed/overseed-and-repair-lawn-kit/,79.99,https://naturesseed.com/wp-content/uploads/2026/02/Overseed-Repair-Lawn-Kit-Fast-Green-Perennial-Ryegrass-Deep-Rooted-Triblade-Elite-Tall-Fescue-1.png,"Lawn Seed, Northern Lawn, Sports Turf/High Traffic, Transitional Lawn",,30,A 2-species lawn repair kit that pairs fast-germinating Perennial Ryegrass with deep-rooted Triblade Elite Tall Fescue.,"Engineered for a dense, resilient lawn that handles foot traffic, recovers from wear, and stays green through seasonal changes.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,"Key features: 10 lb Kit | ~2,000 Sq Ft | 5-Day Green-up"
Cereal Rye Seed,5,PG-SECE-50-LB-OLD;PG-SECE-10-LB-OLD;PG-SECE-25-LB-OLD;PG-SECE-1-LB-OLD;PG-SECE-OLD,1430.99,65,32,PG-SECE,Winter (Cereal) Rye Seed,https://naturesseed.com/products/pasture-seed/cereal-rye/,24.99,https://naturesseed.com/wp-content/uploads/2025/07/CerealRye.jpg,"All Seed, Cover Crop Seed, Northern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed",,50,Cereal Rye ( Secale cereale ) is a hardy cool-season annual grass prized for its resilience and versatility.,", from the Great Plains to the Northeast, it survives freezing winters and summer drought.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Winter Hardy | Fast Growth | Weed Suppress
White Sweet Clover,3,PG-MEAL-10-LB;PG-MEAL-1-LB;PG-MEAL-50-LB,1428.05,73,39,PG-TRRE,White Clover Seed,https://naturesseed.com/products/clover-seed/white-clover/,34.99,https://naturesseed.com/wp-content/uploads/2025/09/White-Clover.png,"All Seed, Clover Seed, Cover Crop Seed, Pasture Seed, Specialty Seed",,50,"White clover ( Trifolium repens ) is one of the most valuable and versatile plants you can add to your pasture, lawn, or food plot.","Nitrogen-fixing legume that naturally enriches your soil while providing dense, attractive ground cover that crowds out weeds.",Key features: Nitrogen-Fixing | Lawn Alternative | Drought-Tolerant,
Pacific Southwest Goat Forage Mix - 1 Acre,1,PB-PSWG-1-A,1421.0,7,6,PB-GOAT-TR,Goat Pasture &amp; Forage Mix,https://naturesseed.com/products/pasture-seed/goat-pasture-forage-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/TGOAT.webp,"Pasture Seed, All Seed, Goat Pasture Seed",Red Clover 9%; Cicer Milkvetch 4%,80,"Scientifically balanced blend of Red Clover (9%), Cicer Milkvetch (4%) — each species chosen for complementary growth habits and root structures.",Designed for goat browsing habits with species that withstand aggressive grazing patterns and thrive in varied terrain.,Key features: 13 Species | Bloat-Safe | Low Maintenance,
Great Plains Horse Forage Mix - 1 Acre,2,PB-GPH;PB-GPH-1-A,1387.56,8,8,PB-HRSE-TR,Transitional Zone Horse Pasture Mix,https://naturesseed.com/products/pasture-seed/horse-pasture-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/THORSE.webp,"Pasture Seed, All Seed, Transitional Zone Pasture Seeds &amp; Seed Mixes, Horse Pasture Seed",Meadow Bromegrass 45%; Tall Fescue 32%; Perennial Ryegrass 12%; Alfalfa 9%; Kentucky Bluegrass 2%,70,"Scientifically balanced blend of Meadow Bromegrass (45%), Tall Fescue (32%), Perennial Ryegrass (12%), Alfalfa (9%) — each species chosen for complementary growth habits and root structures.","Formulated specifically for equine pastures — high palatability, safe for horses, and designed for heavy hoof traffic recovery.",Versatile mix designed for the challenging transition zone (USDA zones 6-7) where both cool and warm-season species can thrive.,Key features: Drought Hardy | Cold Hardy | Low Maintenance
Great Plains Alpaca/Llama Forage Mix,2,PB-GPAL;PB-GPAL-0.5-A,1383.79,6,5,PB-ALPACA,Llama & Alpaca Pasture Seed Mix,https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/ALPACA.webp,"Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",Timothy 25%; Meadow Bromegrass 25%; Kentucky Bluegrass 25%; Orchardgrass 25%,50,"Scientifically balanced blend of Timothy (25%), Meadow Bromegrass (25%), Kentucky Bluegrass (25%), Orchardgrass (25%) — each species chosen for complementary growth habits and root structures.",Purpose-built forage blend designed for productive grazing with species proven in real-world pasture conditions.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Nutrient-Rich | Soft Grasses | Drought Hardy
South-Atlantic Transitional Honey Bee Pasture Mix,2,PB-SATHB;PB-SATHB-2.5-A,1376.08,16,16,PB-SHEP-SO,Warm Season Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-warm-season/,69.99,https://naturesseed.com/wp-content/uploads/2025/07/SSHEEP.webp,"Sheep Pastures, All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,70,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: Drought Hardy | Low Maintenance | Erosion Control
Great Plains Honey Bee Pasture Mix - 1 Acre,1,PB-GPHB-1-A,1361.49,8,8,PB-HONEY,Honey Bee Cover Crop &amp; Pasture Mix,https://naturesseed.com/products/pasture-seed/honey-bee-cover-crop-pasture-mix/,59.99,https://naturesseed.com/wp-content/uploads/2025/07/HONEY.webp,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Specialty Seed",Sainfoin 40%; White Clover 14%; Crimson Clover 12%; Sweetclover 10%; Baby Blue Eyes 4%; Black-Eyed Susan 4%; California Poppy 4%; Lewis Flax 4%; Lance-Leaved Coreopsis 4%; Purple Coneflower 4%,60,"Scientifically balanced blend of Sainfoin (40%), White Clover (14%), Crimson Clover (12%), Sweetclover (10%) — each species chosen for complementary growth habits and root structures.",Purpose-built forage blend designed for productive grazing with species proven in real-world pasture conditions.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Drought Hardy | Bee Magnet | High Protein
Xerces Central Valley Pollinator Mix,1,WB-XCVP-1-LB-OLD,1342.42,10,9,WB-XCVP,Central Valley Pollinator Wildflower Mix,https://naturesseed.com/products/wildflower-seed/central-valley-pollinator-mix-xerces-society/,58.82,https://naturesseed.com/wp-content/uploads/2025/09/Xerces.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed, California Collection",,30,The Central Valley Pollinator Mix is a curated blend of native California wildflowers and grasses designed to create a haven for pollinators.,A carefully curated wildflower selection featuring native species adapted to your region's climate and soil conditions.,"Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Pollinator-Friendly | Colorful | Low-Maintenance
Transitional Sheep Pasture Mix,1,PB-SHEP-TR-OLD,1322.85,15,7,PB-SHEP-TR,Transitional Zone Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-transitional/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/TSHEEP.webp,"Pasture Seed, All Seed, Transitional Zone Pasture Seeds &amp; Seed Mixes, Sheep Pastures",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,90,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Versatile mix designed for the challenging transition zone (USDA zones 6-7) where both cool and warm-season species can thrive.,Key features: Drought Hardy | Heat Tolerant | Low Maintenance
Intermountain West Erosion Control Mix,2,PB-PNWEC-10-LB;PB-PNWEC-50-LB,1290.13,9,9,CV-CNEC,California Native Erosion Control Mix,https://naturesseed.com/products/specialty-seed/california-native-erosion-control-mix/,205.88,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_2497091527-scaled-1.jpg,"Specialty Seed, All Seed, California Collection",California Brome 62%; Small Fescue 26%; Foothill Clover 12%,50,"Scientifically balanced blend of California Brome (62%), Small Fescue (26%), Foothill Clover (12%) — each species chosen for complementary growth habits and root structures.",Festuca microstachys (Small Fescue) is an annual that establishes very quickly thrives in a variety of soil conditions.,"Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Fast Cover | Deep Roots | Nitrogen Fix
Southwest Semi-Arid Steppe Goat Forage Mix,2,PB-SSAG-2.5-A;PB-SSAG-0.5-A,1280.5,6,6,PB-GOAT-TR,Goat Pasture &amp; Forage Mix,https://naturesseed.com/products/pasture-seed/goat-pasture-forage-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/TGOAT.webp,"Pasture Seed, All Seed, Goat Pasture Seed",Red Clover 9%; Cicer Milkvetch 4%,80,"Scientifically balanced blend of Red Clover (9%), Cicer Milkvetch (4%) — each species chosen for complementary growth habits and root structures.",Designed for goat browsing habits with species that withstand aggressive grazing patterns and thrive in varied terrain.,Key features: 13 Species | Bloat-Safe | Low Maintenance,
