Product Item ID,Product Title,Product Type L1,Product Type L2,Total Impressions,Total Clicks,Total Cost ($),Total Conversions,Total Revenue ($),Total ROAS,CTR (%),Avg CPC ($),Conv Rate (%),Avg Order Value ($),Quarters Active,Campaigns
pb-gppg-2.5-a,Great Plains Pig Forage Mix - Pasture Seed | Nature's Seed,pasture seed,great plains pig forage mix,27673,227,128.32,3.26,313.12,2.44,0.82,0.57,1.44,96.05,4,3
pb-swts-1-a,Southwest Transitional Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional sheep forage blend,8350,36,23.47,0.26,57.13,2.43,0.43,0.65,0.72,219.73,4,3
pb-tort-nb-5000-f,Tortoise Forage Mix (No Bermudagrass) - Pasture Seed | Nature's Seed,pasture seed,tortoise forage mix (no bermudagrass),5810,43,20.26,1.10,48.93,2.42,0.74,0.47,2.56,44.48,3,3
gla_184576,Forage Chicory,pasture seed,individual pasture species,14215,375,279.62,5.66,673.07,2.41,2.64,0.75,1.51,118.92,4,10
pb-swtpb-500-f,Southwest Transitional Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional poultry forage blend,2385,8,2.91,0.17,6.97,2.40,0.34,0.36,2.12,41.00,4,3
pb-gpg-0.5-a,Great Plains Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains goat forage blend,28687,300,136.87,2.00,327.56,2.39,1.05,0.46,0.67,163.78,4,3
gla_445286,"Nature's Seed Transitional Pasture & Forage 10 Lb for 10,000 Sq Ft Mix No Fillers, Just Quality Feed for Sheep",pasture seeds,pasture seeds mix,36038,335,395.66,15.12,945.11,2.39,0.93,1.18,4.51,62.51,3,7
gla_446821,"Nature's Seed Pasture & Forage 50 Lb for 50,000 Sq Ft Tall Fescue Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,25804,118,149.65,5.09,357.30,2.39,0.46,1.27,4.31,70.20,3,7
pb-sats-0.5-a,South-Atlantic Transitional Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional sheep forage blend,29909,184,196.73,3.16,469.01,2.38,0.62,1.07,1.72,148.42,4,3
pb-mwg-2.5-a,Mid-West/Mid-Atlantic Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic goat forage blend,20723,211,138.10,2.81,328.91,2.38,1.02,0.65,1.33,117.05,4,3
gla_185479,Great Lakes/New England Poultry Forage Mix,pasture seed,poultry pastures,4301,50,71.33,1.00,169.14,2.37,1.16,1.43,2.00,169.14,3,9
gla_183831,South-Atlantic Transitional Goat Forage Mix,pasture seed,goat pastures,9437,141,282.94,4.72,669.48,2.37,1.49,2.01,3.35,141.84,4,10
pb-mwbc-2.5-a,Mid-West/Mid-Atlantic Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic beef cattle forage blend,61011,523,333.99,2.94,788.54,2.36,0.86,0.64,0.56,268.21,4,3
pb-ssdc-0.5-a,Southern Subtropics Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southern subtropics dairy cow forage blend,20762,140,105.61,2.00,247.10,2.34,0.67,0.75,1.43,123.55,4,3
pb-sspb-1-a,Southern Subtropics Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southern subtropics poultry forage blend,7744,55,37.47,2.00,87.65,2.34,0.71,0.68,3.64,43.83,4,3
gla_445261,"Poultry Forage Mix Omega-3 Rich Clover & Alfalfa Blend for Chickens & Ducks 50 Lb for 100,000 Sq Ft | Nature's Seed",pasture seeds,pasture seeds mix,18650,144,271.44,8.17,632.05,2.33,0.77,1.89,5.67,77.36,3,4
gla_445849,"Nature's Seed Warm‐Season Pasture & Forage 50 Lb for 50,000 Sq Ft Mix No Filler, Palatable Seed for Horses",pasture seeds,pasture seeds mix,23033,130,375.78,6.08,871.48,2.32,0.56,2.89,4.68,143.34,3,7
gla_185487,Great Plains Poultry Forage Mix,pasture seed,poultry pastures,27261,472,287.54,10.34,663.14,2.31,1.73,0.61,2.19,64.13,4,9
gla_185595,Southwest Desert Poultry Forage Mix,pasture seed,poultry pastures,9381,107,88.80,8.93,203.40,2.29,1.14,0.83,8.35,22.78,3,9
pb-swdal,Southwest Desert Alpaca/Llama Forage Mix Pasture Seed | Nature's Seed,pasture seed,southwest desert alpaca/llama forage mix,12832,22,8.04,0.50,18.39,2.29,0.17,0.37,2.27,36.78,8,7
gla_445867,"Nature's Seed Any Region Pasture & Forage 20 Lb for 20,000 Sq Ft Mix Tailored Game Blend & No Fillers",pasture seeds,pasture seeds mix,23547,121,155.72,4.15,355.69,2.28,0.51,1.29,3.43,85.71,3,7
pb-gppb-1-a,Great Plains Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains poultry forage blend,12989,63,39.75,2.33,90.42,2.27,0.49,0.63,3.70,38.81,4,3
gla_446797,"Cattle & Dairy Cow Pasture Mix Cold & Warm Season Perennial Forage 50 Lb for 100,000 Sq Ft | Nature's Seed",pasture seeds,pasture seeds mix,60893,618,571.29,8.77,1292.36,2.26,1.01,0.92,1.42,147.36,3,4
pb-glb-0.5-a,Great Lakes/New England Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great lakes/new england bison forage blend,8048,23,15.45,0.33,34.62,2.24,0.29,0.67,1.43,104.91,4,3
gla_185536,South-Atlantic Transitional Poultry Forage Mix,pasture seed,poultry pastures,2092,16,7.83,1.00,17.50,2.23,0.76,0.49,6.25,17.50,3,9
gla_445864,"Nature's Seed Cool‐Adapted Pasture & Forage 10 Lb for 10,000 Sq Ft Mix Grazing for Goats 100% Pure Seed",pasture seeds,pasture seeds mix,18891,157,177.88,7.72,396.66,2.23,0.83,1.13,4.92,51.38,3,7
gla_186842,Southern Subtropics Pig Forage Mix,pasture seed,pig pastures,11429,90,122.46,1.00,272.75,2.23,0.79,1.36,1.11,272.75,3,9
gla_185469,Florida Tropics Poultry Forage Mix,pasture seed,poultry pastures,3353,38,62.45,1.12,138.22,2.21,1.13,1.64,2.95,123.41,4,9
gla_183907,Great Plains Sheep Forage Mix,pasture seed,sheep pastures,17028,203,216.26,4.05,477.75,2.21,1.19,1.07,2.00,117.96,3,9
gla_185490,Great Plains Poultry Forage Mix,pasture seed,poultry pastures,16013,264,272.31,9.25,599.25,2.20,1.65,1.03,3.50,64.78,4,9
pb-swts-0.5-a,Southwest Transitional Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional sheep forage blend,12101,66,58.04,1.00,127.15,2.19,0.55,0.88,1.52,127.15,4,3
pb-swtg,Southwest Transitional Goat Forage Mix Pasture Seed | Nature's Seed,pasture seed,southwest transitional goat forage mix,25323,111,44.15,0.80,96.23,2.18,0.44,0.40,0.72,120.29,8,8
gla_183661,South-Atlantic Transitional Beef Cattle Forage Mix,pasture seed,cattle pastures,3407,58,46.25,0.28,100.30,2.17,1.70,0.80,0.48,358.21,3,9
gla_185563,Southwest Semi-Arid Steppe Poultry Forage Mix,pasture seed,poultry pastures,1217,10,8.98,0.50,19.36,2.16,0.82,0.90,5.00,38.72,3,9
pb-mws-0.5-a,Mid-West/Mid-Atlantic Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic sheep forage blend,26054,160,126.59,2.61,271.30,2.14,0.61,0.79,1.63,103.95,4,3
pb-pnwpb-0.5-a,Pacific Northwest Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific northwest poultry forage blend,55723,391,244.75,5.26,519.31,2.12,0.70,0.63,1.35,98.73,4,3
gla_445463,"Nature's Seed Pasture & Forage 5 Lb for 5,000 Sq Ft Orchardgrass Filler-Free Curated Varieties by Seed Experts",new,single species pasture seeds,46049,412,386.13,15.06,817.54,2.12,0.89,0.94,3.66,54.29,3,7
pb-pswbc-1-a,Pacific Southwest Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest beef cattle forage blend,7852,32,22.48,0.50,47.27,2.10,0.41,0.70,1.56,94.54,4,3
pg-rasa,Forage Radish,pasture seed,forage radish,117601,1218,237.82,23.01,498.03,2.09,1.04,0.20,1.89,21.64,8,19
pb-iwpb-2000-f,Intermountain West Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west poultry forage blend,6345,51,26.63,1.32,55.47,2.08,0.80,0.52,2.59,42.02,4,3
pb-iwpb-1000-f,Intermountain West Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west poultry forage blend,11586,78,54.40,2.28,113.24,2.08,0.67,0.70,2.92,49.67,4,3
pg-chin-50-lb,Forage Chicory - Pasture Seed | Nature's Seed,pasture seed,forage chicory,11636,115,58.69,1.78,121.40,2.07,0.99,0.51,1.55,68.20,4,3
pb-mwpb-5000-f,Mid-West/Mid-Atlantic Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic poultry forage blend,20748,152,83.03,5.22,169.69,2.04,0.73,0.55,3.43,32.51,4,3
pb-iws-1-a,Intermountain West Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west sheep forage blend,12727,65,49.14,1.97,99.65,2.03,0.51,0.76,3.03,50.58,4,3
pb-pnwpb-5000-f,Pacific Northwest Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific northwest poultry forage blend,28819,232,155.47,8.32,315.00,2.03,0.81,0.67,3.59,37.86,4,3
pb-swdbc-1-a,Southwest Desert Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert beef cattle forage blend,74380,757,395.88,5.39,798.62,2.02,1.02,0.52,0.71,148.17,4,3
pb-mwpb-1-a,Mid-West/Mid-Atlantic Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic poultry forage blend,9149,63,35.02,3.77,70.42,2.01,0.69,0.56,5.98,18.68,4,3
pb-glb,Great Lakes/New England Bison Forage Mix Pasture Seed | Nature's Seed,pasture seed,great lakes/new england bison forage mix,14278,34,46.13,1.24,92.35,2.00,0.24,1.36,3.65,74.48,8,6
gla_183754,Intermountain West Dairy Cow Forage Mix,pasture seed,cattle pastures,2,1,0.01,0.00,0.02,2.00,50.00,0.01,0.00,0.00,1,1
gla_445846,"Nature's Seed Warm‐Season Pasture & Forage 20 Lb for 20,000 Sq Ft Mix No Fillers, Just Quality Feed for Sheep",pasture seeds,pasture seeds mix,12100,39,85.01,3.00,169.82,2.00,0.32,2.18,7.69,56.61,3,7
gla_445264,"Nature's Seed Any Region Pasture & Forage 50 Lb for 50,000 Sq Ft Mix Tailored Game Blend & No Fillers",pasture seeds,pasture seeds mix,82742,642,890.00,20.45,1775.75,2.00,0.78,1.39,3.19,86.83,3,7
pb-glpg-0.5-a,Great Lakes/New England Pig Forage Mix - Pasture Seed | Nature's Seed,pasture seed,great lakes/new england pig forage mix,16153,108,72.80,2.16,144.72,1.99,0.67,0.67,2.00,67.00,4,3
gla_185584,Pacific Northwest Poultry Forage Mix,pasture seed,poultry pastures,50873,675,657.07,27.68,1302.26,1.98,1.33,0.97,4.10,47.05,4,9
pb-satdc,South-Atlantic Transitional Dairy Cow Forage Mix Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional dairy cow forage mix,22184,82,41.44,0.23,81.98,1.98,0.37,0.51,0.28,356.43,8,8
pb-tort-1500-f,Tortoise Forage Mix - Pasture Seed | Nature's Seed,pasture seed,tortoise forage mix,9956,105,65.61,4.51,127.66,1.95,1.05,0.62,4.30,28.31,2,3
gla_183745,South-Atlantic Transitional Dairy Cow Forage Mix,pasture seed,cattle pastures,6335,92,102.36,1.67,198.20,1.94,1.45,1.11,1.82,118.68,4,9
pb-tort-1000-f,Tortoise Forage Mix - Pasture Seed | Nature's Seed,pasture seed,tortoise forage mix,10546,145,75.46,4.06,145.68,1.93,1.37,0.52,2.80,35.88,4,3
pg-rasa-25-lb,Forage Radish - Pasture Seed | Nature's Seed,pasture seed,forage radish,8550,73,45.06,2.00,86.93,1.93,0.85,0.62,2.74,43.47,4,3
gs1_000007,"Nature's Seed Forage 5 Lb of Pasture Grass Seed for 5,000 Sq Ft Cereal Rye Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,41633,587,284.95,25.73,548.69,1.93,1.41,0.49,4.38,21.32,1,6
gla_185589,Pacific Northwest Poultry Forage Mix,pasture seed,poultry pastures,32963,355,687.11,13.10,1315.52,1.91,1.08,1.94,3.69,100.42,4,9
gla_446809,"Nature's Seed Pasture & Forage 25 Lb for 25,000 Sq Ft Orchardgrass Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,20983,129,188.84,1.51,360.75,1.91,0.61,1.46,1.17,238.91,3,7
pb-ftpb-2000-f,Florida Tropics Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics poultry forage blend,7754,77,37.07,0.96,70.79,1.91,0.99,0.48,1.25,73.74,4,3
pb-pnwh-2.5-a,Pacific Northwest Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific northwest horse forage blend,29664,212,228.48,2.41,436.26,1.91,0.71,1.08,1.14,181.02,4,3
pb-iwh-1-a,Intermountain West Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west horse forage blend,17837,94,129.91,1.00,245.13,1.89,0.53,1.38,1.06,245.13,4,3
pb-mwbc-1-a,Mid-West/Mid-Atlantic Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic beef cattle forage blend,22989,197,133.91,0.69,252.64,1.89,0.86,0.68,0.35,366.14,4,3
gla_459553,"Dryland Pasture Seed Mix - Drought-Tolerant Forage Grass - 10 lb, Covers 5,000 sq ft | Nature's Seed",pasture seeds,pasture seeds mix,26675,268,248.33,3.00,468.43,1.89,1.00,0.93,1.12,156.14,1,3
gla_446610,"Perennial Ryegrass 25 Lb – Durable, Quick-Growing Forage Grass for Pastures for 25,000 Sq Ft | Nature's Seed",pasture seeds,single species pasture seeds,24646,125,155.25,6.54,292.11,1.88,0.51,1.24,5.23,44.67,3,4
pb-glg-1-a,Great Lakes/New England Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great lakes/new england goat forage blend,13803,60,56.36,0.50,105.00,1.86,0.43,0.94,0.83,210.00,4,3
gla_445276,"Nature's Seed Cool‐Adapted Pasture & Forage 50 Lb for 50,000 Sq Ft Mix Grazing for Goats 100% Pure Seed",pasture seeds,pasture seeds mix,16947,56,133.70,4.65,247.55,1.85,0.33,2.39,8.30,53.24,3,7
pb-glpb-5000-f,Great Lakes/New England Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great lakes/new england poultry forage blend,8999,62,37.97,1.50,68.59,1.81,0.69,0.61,2.42,45.73,4,3
gla_445557,"Poultry Forage Mix Omega-3 Rich Clover & Alfalfa Blend for Chickens & Ducks 25 Lb for 50,000 Sq Ft | Nature's Seed",pasture seeds,pasture seeds mix,40095,410,555.13,15.40,999.46,1.80,1.02,1.35,3.76,64.90,3,4
pb-sath-2.5-a,South-Atlantic Transitional Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional horse forage blend,105810,692,957.23,11.65,1709.61,1.79,0.65,1.38,1.68,146.75,4,3
gla_185562,Southwest Semi-Arid Steppe Poultry Forage Mix,pasture seed,poultry pastures,14665,88,121.22,3.75,212.50,1.75,0.60,1.38,4.26,56.67,3,9
pb-iwpb-2.5-a,Intermountain West Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west poultry forage blend,3408,19,11.06,1.58,19.38,1.75,0.56,0.58,8.32,12.27,3,3
gla_185599,Southwest Desert Poultry Forage Mix,pasture seed,poultry pastures,3147,38,36.18,1.46,61.95,1.71,1.21,0.95,3.84,42.43,4,9
pb-swdpb-0.5-a,Southwest Desert Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert poultry forage blend,19744,143,90.05,4.02,152.27,1.69,0.72,0.63,2.81,37.88,4,3
pb-pnwpb-500-f,Pacific Northwest Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific northwest poultry forage blend,22227,191,104.83,3.64,177.09,1.69,0.86,0.55,1.91,48.65,4,3
gla_440380,Northern Sheep Pasture Mix,great plains planting region,,21626,171,183.02,3.03,307.25,1.68,0.79,1.07,1.77,101.40,2,6
gla_440378,"Nature’s Seed Pig Forage Seed Mix – 10 lb Blend of Clover, Chicory & Ryegrass – High‐Protein Pasture",pasture seed,pig pastures,9927,85,87.88,2.00,147.36,1.68,0.86,1.03,2.35,73.68,2,4
gla_185547,Southern Subtropics Poultry Forage Mix,pasture seed,poultry pastures,35254,499,389.05,12.48,650.21,1.67,1.42,0.78,2.50,52.10,3,9
gla_184578,Forage Chicory,pasture seed,individual pasture species,6822,79,89.04,1.20,148.20,1.66,1.16,1.13,1.52,123.50,4,10
pb-mwpb-500-f,Mid-West/Mid-Atlantic Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic poultry forage blend,12242,76,50.87,1.00,84.48,1.66,0.62,0.67,1.32,84.48,4,3
gla_185583,Pacific Northwest Poultry Forage Mix,pasture seed,poultry pastures,39079,515,441.23,8.03,730.88,1.66,1.32,0.86,1.56,91.02,4,9
gla_185528,Pacific Southwest Poultry Forage Mix,pasture seed,poultry pastures,3129,29,75.85,2.50,124.08,1.64,0.93,2.62,8.62,49.63,4,8
pb-ftbc-1-a,Florida Tropics Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics beef cattle forage blend,13807,127,74.95,1.00,122.29,1.63,0.92,0.59,0.79,122.29,3,3
gla_444944,"Nature's Seed Pasture & Forage 25 Lb for 25,000 Sq Ft Alfalfa Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,23063,110,122.49,6.20,199.07,1.63,0.48,1.11,5.64,32.11,3,7
pb-pnwb,Pacific Northwest Bison Forage Mix Pasture Seed | Nature's Seed,pasture seed,pacific northwest bison forage mix,53018,383,265.55,3.81,431.33,1.62,0.72,0.69,0.99,113.21,8,10
gs3_000007,"Nature's Seed Forage 50 Lb of Pasture Grass Seed for 50,000 Sq Ft Cereal Rye Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,73274,811,821.52,27.65,1334.32,1.62,1.11,1.01,3.41,48.26,1,6
gla_440374,Southern Horse Pasture Mix,pasture seed,,4981,48,71.04,1.00,115.30,1.62,0.96,1.48,2.08,115.30,2,4
pb-gppg-0.5-a,Great Plains Pig Forage Mix - Pasture Seed | Nature's Seed,pasture seed,great plains pig forage mix,48199,483,259.57,3.25,418.73,1.61,1.00,0.54,0.67,128.84,4,3
pb-sspb-500-f,Southern Subtropics Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southern subtropics poultry forage blend,8887,53,29.69,2.00,47.88,1.61,0.60,0.56,3.77,23.94,4,3
pb-ftbc-2.5-a,Florida Tropics Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics beef cattle forage blend,17677,175,107.82,2.00,173.24,1.61,0.99,0.62,1.14,86.62,3,3
pb-swdpb-5000-f,Southwest Desert Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert poultry forage blend,50007,398,214.13,14.44,341.82,1.60,0.80,0.54,3.63,23.67,4,3
pb-gppb-5000-f,Great Plains Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains poultry forage blend,13629,107,66.76,2.51,106.24,1.59,0.79,0.62,2.35,42.33,4,3
pb-mwh-2.5-a,Mid-West/Mid-Atlantic Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic horse forage blend,29280,199,319.99,2.01,506.75,1.58,0.68,1.61,1.01,252.11,4,3
gla_445865,"Nature's Seed Warm‐Season Pasture & Forage 20 Lb for 20,000 Sq Ft Mix Grazing for Goats 100% Pure Seed",pasture seeds,pasture seeds mix,11775,46,45.30,4.29,71.28,1.57,0.39,0.98,9.33,16.62,3,7
gla_185491,Great Plains Poultry Forage Mix,pasture seed,poultry pastures,11249,162,162.75,6.13,254.52,1.56,1.44,1.00,3.78,41.52,4,9
pb-ssbc,Southern Subtropics Beef Cattle Forage Mix Pasture Seed | Nature's Seed,pasture seed,southern subtropics beef cattle forage mix,56609,291,145.96,2.21,224.55,1.54,0.51,0.50,0.76,101.61,8,8
gla_185516,Mid-West/Mid-Atlantic Poultry Forage Mix,pasture seed,poultry pastures,3138,34,65.55,1.65,98.98,1.51,1.08,1.93,4.85,59.99,4,9
gla_445894,"Nature's Seed Forage 25 Lb of Pasture Grass Seed for 25,000 Sq Ft Cereal Rye Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,55787,581,445.38,20.17,669.85,1.50,1.04,0.77,3.47,33.21,3,4
pb-satpb-0.5-a,South-Atlantic Transitional Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional poultry forage blend,3406,20,14.99,0.33,22.50,1.50,0.59,0.75,1.65,68.18,4,3
pb-ssbc-1-a,Southern Subtropics Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southern subtropics beef cattle forage blend,17889,86,61.14,0.56,91.60,1.50,0.48,0.71,0.65,163.57,4,3
gs2_000005,Nature's Seed planting aid 10 LB Sheep Fescue Filler-Free Curated Varieties by Seed Experts,specialty seeds,lawn alternative/enhancer,8887,102,119.70,9.00,178.47,1.49,1.15,1.17,8.82,19.83,1,4
gla_185548,Southern Subtropics Poultry Forage Mix,pasture seed,poultry pastures,15103,236,194.46,5.92,286.83,1.48,1.56,0.82,2.51,48.45,4,10
pb-glpb-1500-f,Great Lakes/New England Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great lakes/new england poultry forage blend,5340,39,24.93,1.01,36.74,1.47,0.73,0.64,2.59,36.38,4,3
gla_446823,"Sheep Fescue Grass Seed – Fine-Textured, Hardy Lawn Seed for Poor Soils 5 Lb for 25 Sq Ft 5000 Lb Sheep Fescue Filler-Free | Nature's Seed",specialty seeds,lawn alternative/enhancer,14877,148,124.21,4.00,181.45,1.46,0.99,0.84,2.70,45.36,3,4
pb-mws-1-a,Mid-West/Mid-Atlantic Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic sheep forage blend,46402,354,313.59,2.70,451.74,1.44,0.76,0.89,0.76,167.31,4,3
pb-swth-2.5-a,Southwest Transitional Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional horse forage blend,19546,85,152.56,1.08,218.61,1.43,0.43,1.79,1.27,202.42,4,3
pb-gldc,Great Lakes/New England Dairy Cow Forage Mix Pasture Seed | Nature's Seed,pasture seed,great lakes/new england dairy cow forage mix,22586,140,70.15,1.00,99.03,1.41,0.62,0.50,0.71,99.03,8,8
pb-swdpb-1000-f,Southwest Desert Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert poultry forage blend,25979,180,112.80,3.21,159.01,1.41,0.69,0.63,1.78,49.54,4,3
gs2_000007,"Nature's Seed Forage 25 Lb of Pasture Grass Seed for 25,000 Sq Ft Cereal Rye Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,32815,323,393.33,11.86,550.39,1.40,0.98,1.22,3.67,46.41,1,6
pb-iwpb-500-f,Intermountain West Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west poultry forage blend,5957,52,37.13,3.45,51.76,1.39,0.87,0.71,6.63,15.00,4,3
pb-ssabc,Southwest Semi-Arid Steppe Beef Cattle Forage Mix Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe beef cattle forage mix,26736,97,49.02,1.01,67.55,1.38,0.36,0.51,1.04,66.88,8,8
